Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
South Africa,ZAF,"Labor force, total",SL.TLF.TOTL.IN,15030581,15385769,15739576,16096198,16397744,16704716,17018223,17450742,17881809,18269707,18658408,19438477,19090878,18791368,19082445,19543078,20096835,20526772,21348712,21701910
South Africa,ZAF,"Population, total",SP.POP.TOTL,43657024,44372112,45058775,45728315,46385006,47026173,47648727,48247395,48820586,49364582,49887181,50412129,50970818,51584663,52263516,52998213,53767396,54539571,55291225,56015473
South Asia,SAS,"Labor force, total",SL.TLF.TOTL.IN,487184907,498157265,508983580,520225780,534743002,549881583,565895867,582158681,599035788,603940248,607322931,610706303,614979095,616290729,622587164,629449956,642882428,655332906,669033024,683019429
South Asia,SAS,"Population, total",SP.POP.TOTL,1310387887,1335777637,1361185289,1386625845,1412104373,1437568227,1462906674,1487975237,1512670560,1536943534,1560818860,1584359049,1607663899,1630806784,1653798614,1676615491,1699310450,1721847786,1744199944,1766393714
South Sudan,SSD,"Labor force, total",SL.TLF.TOTL.IN,2393061,2508125,2631795,2752868,2861825,2969456,3080642,3202318,3338918,3489295,3653190,3826017,4001743,4176052,4340122,4501888,4661982,4822002,4983187,5140930
South Sudan,SSD,"Population, total",SP.POP.TOTL,5814006,6099923,6405864,6700656,6974442,7237276,7501642,7787655,8108877,8468152,8856800,9263136,9670667,10067192,10448857,10818258,11177490,11530971,11882136,12230730
Spain,ESP,"Labor force, total",SL.TLF.TOTL.IN,17146141,17424344,17749922,18265124,18197220,19041577,19814449,20485984,21257362,21906638,22486703,23119646,23387009,23577615,23613896,23604153,23376875,23144274,23057270,23016544
Spain,ESP,"Population, total",SP.POP.TOTL,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062
Sri Lanka,LKA,"Labor force, total",SL.TLF.TOTL.IN,7401484,7978309,7864117,7830731,7907981,7984113,8056471,8123334,8183016,8231291,8273940,8310608,8341363,8242391,8250892,8172455,8498965,8449225,8519572,8630101
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18476505,18570701,18669103,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20425000,20585000,20771000,20966000,21203000
St. Kitts and Nevis,KNA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,43846,44317,44824,45374,45990,46641,47306,47971,48611,49210,49783,50332,50886,51445,52006,52591,53169,53739,54288,54821
St. Lucia,LCA,"Labor force, total",SL.TLF.TOTL.IN,63175,64640,66173,67741,69344,71340,73551,75939,78298,80864,83151,85315,87156,88720,90528,92160,93721,95219,96720,97935
St. Lucia,LCA,"Population, total",SP.POP.TOTL,151086,153183,155172,156949,158464,159763,160973,162251,163714,165407,167288,169220,171022,172580,173832,174835,175660,176421,177206,178015
St. Martin (French part),MAF,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,31304,30358,29305,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264,31530,31754,31949
St. Vincent and the Grenadines,VCT,"Labor force, total",SL.TLF.TOTL.IN,46832,47508,48124,48694,49496,50352,51204,52007,52749,53475,54082,54643,55142,55625,56007,56415,56822,57160,57423,57864
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,108004,107922,107880,107898,107988,108146,108350,108559,108744,108907,109047,109165,109253,109315,109341,109328,109320,109357,109455,109643
Sub-Saharan Africa,SSF,"Labor force, total",SL.TLF.TOTL.IN,233255572,239833240,246644042,253878151,260913900,268296987,275959921,283834983,292138585,300476997,309241670,318794701,327600861,336807799,346688214,357132060,368188797,379206942,391031672,402624189
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,619607956,636182577,653179863,670649638,688615995,707099850,726140617,745788118,766080507,787035792,808660166,830965556,853953657,877628367,901989926,927039875,952734072,979017918,1005850049,1033212743
Sub-Saharan Africa (excluding high income),SSA,"Labor force, total",SL.TLF.TOTL.IN,233255572,239833240,246644042,253878151,260913900,268296987,275959921,283834983,292138585,300476997,309241670,318794701,327600861,336807799,346688214,357132060,368188797,379206942,391031672,402624189
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,619530637,636103731,653099453,670568507,688534793,707016127,726057836,745705643,765997649,786951192,808575133,830878600,853866359,877538597,901902485,926951572,952644123,978926559,1005756630,1033118066
Sudan,SDN,"Labor force, total",SL.TLF.TOTL.IN,7296734,7436229,7577663,7727065,7889094,8060510,8236461,8411356,8581308,8718037,8847484,8975195,9108260,9303947,9522852,9754170,10010173,10280705,10559262,10847399
Sudan,SDN,"Population, total",SP.POP.TOTL,25410451,26003542,26607042,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39578828
Suriname,SUR,"Labor force, total",SL.TLF.TOTL.IN,153859,157140,160176,163650,166607,169722,173034,176581,179991,183696,187561,191461,195334,199302,203047,206613,210094,213451,216592,218556
Suriname,SUR,"Population, total",SP.POP.TOTL,455954,461560,467003,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558368
Sweden,SWE,"Labor force, total",SL.TLF.TOTL.IN,4529716,4518067,4544043,4513551,4560921,4578453,4604438,4616939,4752321,4750128,4824750,4892006,4908131,4941195,4998110,5033981,5097788,5140808,5182078,5245273
Sweden,SWE,"Population, total",SP.POP.TOTL,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085
Switzerland,CHE,"Labor force, total",SL.TLF.TOTL.IN,3930371,3975142,3997693,3996363,4053901,4092310,4139797,4147794,4171832,4236262,4307785,4409978,4480050,4450003,4539326,4597385,4656463,4743060,4814309,4889961
Switzerland,CHE,"Population, total",SP.POP.TOTL,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338
Syrian Arab Republic,SYR,"Labor force, total",SL.TLF.TOTL.IN,4431679,4521840,4697117,4864915,4965716,5058741,5137966,5158202,5196070,5309963,5428457,5668789,5636492,5758877,5663260,5480978,5255201,5025485,4823360,4786180
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,15177456,15602210,16016092,16410848,16766899,17087901,17415266,17806638,18294611,18914977,19632806,20325443,20824893,21018834,20863993,20420701,19809141,19203090,18734987,18430453
Tajikistan,TJK,"Labor force, total",SL.TLF.TOTL.IN,1934380,1976235,2024243,2080372,2146222,2221837,2304741,2390289,2475421,2563835,2648180,2730312,2815264,2901298,2976939,3055553,3134289,3210329,3282832,3351954
Tajikistan,TJK,"Population, total",SP.POP.TOTL,5934282,6021691,6114886,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951
Tanzania,TZA,"Labor force, total",SL.TLF.TOTL.IN,14345742,14734748,15136593,15557619,15991553,16440046,16907414,17400449,17923728,18467737,19052390,19673588,20317814,20977917,21648145,22388425,23117961,23845195,24618402,25423650
Tanzania,TZA,"Population, total",SP.POP.TOTL,31635251,32451713,33291540,34178042,35117019,36105808,37149072,38249984,39410545,40634948,41923715,43270144,44664231,46098591,47570902,49082997,50636595,52234869,53879957,55572201
Thailand,THA,"Labor force, total",SL.TLF.TOTL.IN,33861250,34200918,34402432,35142180,35857598,36316536,36746185,37283906,37781474,37950734,38541668,38935392,39188148,39303549,40057005,40099896,39550201,39483676,38889162,38996319
Thailand,THA,"Population, total",SP.POP.TOTL,60863506,61597283,62306651,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514
Timor-Leste,TLS,"Labor force, total",SL.TLF.TOTL.IN,290959,279182,266935,254443,255740,255687,257291,258029,256564,258015,256573,253773,251451,250372,252374,256440,262076,267312,272576,278494
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,871994,865194,863269,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671
Togo,TGO,"Labor force, total",SL.TLF.TOTL.IN,2040047,2115835,2192734,2270218,2340852,2411253,2481083,2553331,2628542,2702796,2762375,2822177,2881260,2939122,2993647,3078436,3165851,3254944,3346083,3437988
Togo,TGO,"Population, total",SP.POP.TOTL,4534551,4679023,4825704,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374
Tonga,TON,"Labor force, total",SL.TLF.TOTL.IN,34983,35213,35392,35507,36080,36520,36875,37224,37525,37884,38326,38596,38858,39066,39198,39371,39651,39848,40061,40582
Tonga,TON,"Population, total",SP.POP.TOTL,96725,97135,97591,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122
Trinidad and Tobago,TTO,"Labor force, total",SL.TLF.TOTL.IN,549270,560098,568767,577343,586998,597190,617244,636791,655413,661159,664362,668502,664763,671291,673684,675279,675953,679754,675851,674156
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1260678,1262542,1264775,1267984,1272380,1277837,1284052,1290535,1296934,1303144,1309260,1315372,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962
Tunisia,TUN,"Labor force, total",SL.TLF.TOTL.IN,3085475,3138935,3190443,3241083,3286010,3329553,3372402,3414989,3457679,3544025,3631640,3709100,3723954,3806365,3877075,3977263,4005573,4029974,4060986,4083135
Tunisia,TUN,"Population, total",SP.POP.TOTL,9384152,9499395,9603742,9699197,9785701,9864326,9939678,10017601,10102482,10196136,10298087,10407336,10521834,10639931,10761467,10886668,11014558,11143908,11273661,11403248
Turkey,TUR,"Labor force, total",SL.TLF.TOTL.IN,21216163,21764596,22202994,21414414,21767992,22071852,21908631,21873805,22317230,22241217,22631969,23369024,24213310,25218278,26275654,26756052,27797137,28631032,29710011,30749543
Turkey,TUR,"Population, total",SP.POP.TOTL,60372499,61329590,62287326,63240121,64191474,65143054,66085803,67007855,67903406,68763405,69597281,70440032,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426
Turkmenistan,TKM,"Labor force, total",SL.TLF.TOTL.IN,1689802,1734982,1779209,1823594,1869250,1909518,1947540,1988646,2035132,2079651,2133232,2192026,2249643,2302348,2357316,2404860,2447110,2489033,2533015,2565153
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4355114,4413477,4466132,4516131,4564080,4610002,4655741,4703398,4754641,4810105,4870137,4935762,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544
Turks and Caicos Islands,TCA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,16528,17115,17864,18873,20185,21742,23410,25028,26448,27642,28640,29481,30245,30994,31731,32431,33108,33739,34339,34900
Tuvalu,TUV,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9277,9306,9345,9420,9512,9635,9767,9894,10027,10137,10243,10340,10441,10531,10628,10725,10819,10908,11001,11097
Uganda,UGA,"Labor force, total",SL.TLF.TOTL.IN,7736980,7964690,8210198,8474559,8754685,9055603,9377010,9719420,10083345,10456546,10855276,11278085,11722812,12188774,12668625,13172930,13664315,14172510,14698381,15233398
Uganda,UGA,"Population, total",SP.POP.TOTL,21865931,22551789,23272995,24039274,24854892,25718048,26624820,27568436,28543940,29550662,30590487,31663896,32771895,33915133,35093648,36306796,37553726,38833338,40144870,41487965
Ukraine,UKR,"Labor force, total",SL.TLF.TOTL.IN,23883653,23450709,22983717,23221424,22739308,22573415,22441101,22283335,22156963,22027445,21902372,21789410,21727965,21659434,21623673,21409854,21571857,20936902,20929698,20770349
Ukraine,UKR,"Population, total",SP.POP.TOTL,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645
United Arab Emirates,ARE,"Labor force, total",SL.TLF.TOTL.IN,1479747,1565716,1662350,1771864,1908932,2063389,2261132,2541423,2928896,3430362,4054528,4731781,5360469,5891852,6149579,6286325,6339424,6367992,6414735,6415833
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2700010,2838145,2988162,3154925,3326032,3507232,3741932,4087931,4579562,5242032,6044067,6894278,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612
United Kingdom,GBR,"Labor force, total",SL.TLF.TOTL.IN,28692663,28761240,29050150,29295681,29259367,29588702,29868748,30142943,30589897,31037309,31240900,31647690,31825552,32010415,32192066,32543044,32852108,33143711,33408045,33693492
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565
United States,USA,"Labor force, total",SL.TLF.TOTL.IN,140843776,142834606,144820396,146767599,147741226,148568133,149183847,150258666,152118122,153992258,155294548,157089439,157204266,157015059,157131234,158429022,159007112,159800262,160838830,162776841
United States,USA,"Population, total",SP.POP.TOTL,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935
Upper middle income,UMC,"Labor force, total",SL.TLF.TOTL.IN,1105896983,1120143895,1139131537,1155306771,1167665428,1182798068,1196380160,1213231321,1228587242,1241008231,1252628593,1263019883,1272255763,1277124962,1286253140,1295933987,1302987724,1308747404,1317133683,1324054181
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2194549894,2217937280,2239999771,2260805982,2280191396,2298541505,2316548374,2334313912,2352105140,2369650785,2386824787,2404283410,2422393813,2440543075,2459175685,2478491686,2498184210,2517979764,2537437057,2556921923
Uruguay,URY,"Labor force, total",SL.TLF.TOTL.IN,1538267,1552541,1567034,1579057,1611707,1597730,1581602,1587448,1594530,1634405,1648710,1671974,1695723,1712454,1733195,1731287,1728421,1752284,1751444,1754212
Uruguay,URY,"Population, total",SP.POP.TOTL,3271010,3292138,3309318,3321245,3327103,3327773,3325637,3324096,3325612,3331043,3339741,3350824,3362755,3374415,3385624,3396777,3408005,3419546,3431552,3444006
Uzbekistan,UZB,"Labor force, total",SL.TLF.TOTL.IN,9008152,9255463,9470322,9729110,10005616,10284271,10565711,10854367,11151312,11455839,11778900,12121675,12475933,12978298,13434494,13748070,14075870,14405754,14721658,15030626
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900
Vanuatu,VUT,"Labor force, total",SL.TLF.TOTL.IN,70715,72106,73809,75402,77986,81003,83647,86345,88898,91687,94425,96926,99689,102742,105491,108624,111957,115213,118551,121790
Vanuatu,VUT,"Population, total",SP.POP.TOTL,174999,178078,181345,185063,189290,193956,198964,204143,209370,214634,219953,225340,230785,236295,241871,247485,253142,258850,264603,270402
"Venezuela, RB",VEN,"Labor force, total",SL.TLF.TOTL.IN,9461487,9731561,9972273,10284424,10594661,10831473,11078477,11508971,11891978,12266903,12436401,12726283,13008004,13214722,13475410,13611647,13903768,14155174,14381283,14486651
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,23110178,23569454,24028689,24488340,24948476,25408700,25868523,26327225,26784161,27239168,27691965,28141701,28587323,29028033,29463291,29893080,30317848,30738378,31155134,31568179
Vietnam,VNM,"Labor force, total",SL.TLF.TOTL.IN,39310769,40327942,41354041,42312002,43407469,44383326,45289503,46205807,47171711,48034823,48953545,49925424,50869267,51939895,52960884,53977063,54961593,55902420,56489773,56888431
Vietnam,VNM,"Population, total",SP.POP.TOTL,77453335,78452897,79391374,80285562,81139919,81956496,82747662,83527678,84308843,85094617,85889590,86707801,87565407,88472512,89436644,90451881,91497725,92544915,93571567,94569072
Virgin Islands (U.S.),VIR,"Labor force, total",SL.TLF.TOTL.IN,51248,51775,52180,52425,53097,53644,53999,54270,54559,54659,54771,54846,54758,54617,54182,53755,53309,52876,52451,52194
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108357,108537,108599,108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510
West Bank and Gaza,PSE,"Labor force, total",SL.TLF.TOTL.IN,546800,560798,579100,596617,615613,624460,663485,706156,737935,772127,819340,870985,875619,897205,970941,1024091,1064461,1131955,1202001,1247906
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3596688,3702218,3811102,3927051,4046901,4169506,4294682,4422143,4551566
World,WLD,"Labor force, total",SL.TLF.TOTL.IN,2631396257,2674593233,2724185110,2770113192,2813147400,2860560419,2908386469,2959504128,3012681929,3051037669,3087695533,3123757334,3156673746,3182457605,3216144358,3252910477,3293960373,3332364995,3372399410,3416527078
World,WLD,"Population, total",SP.POP.TOTL,5879433900,5961166037,6041818586,6121682736,6201340258,6280530065,6359899296,6439825381,6520298763,6601476541,6683223772,6766296679,6849569339,6932869743,7014983968,7099557649,7185137526,7271322821,7357559450,7444157356
"Yemen, Rep.",YEM,"Labor force, total",SL.TLF.TOTL.IN,3806733,3973901,4151196,4226611,4316122,4406191,4500818,4604815,4719453,4832641,4957844,5092045,5229818,5368786,5450634,5538993,5632151,5729331,6009547,6256647
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,16408954,16896210,17378098,17874725,18390135,18919179,19462086,20017068,20582927,21160534,21751605,22356391,22974929,23606779,24252206,24909969,25576322,26246327,26916207,27584213
Zambia,ZMB,"Labor force, total",SL.TLF.TOTL.IN,4089740,4211488,4336915,4464584,4581106,4700517,4823258,4950552,5083661,5181433,5285854,5397042,5515365,5641054,5788801,5943592,6150625,6366519,6590823,6818504
Zambia,ZMB,"Population, total",SP.POP.TOTL,9666578,9950224,10239714,10531221,10824125,11120409,11421984,11731746,12052156,12383446,12725974,13082517,13456417,13850033,14264756,14699937,15153210,15620974,16100587,16591390
Zimbabwe,ZWE,"Labor force, total",SL.TLF.TOTL.IN,4814996,4851242,4874463,5137791,5389252,5635380,5875594,6111067,6200658,6309934,6424154,6544490,6671584,6805556,6962532,7132052,7310718,7495830,7686852,7887416
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,11709997,11893272,12064537,12222251,12366165,12500525,12633897,12777511,12940032,13124267,13329909,13558469,13810599,14086317,14386649,14710826,15054506,15411675,15777451,16150362
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Jobs,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,,,,,,,,,,
