Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
Puerto Rico,PRI,Rural population,SP.RUR.TOTL,1307582,1297458,1290658,1284223,1273815,1257467,1235821,1208703,1179241,1152118,1132645,1126145,1123324,1122324,1119990,1114666,1106837,1096732,1084657,1071511,1031210,915308,806057,704908,612522,529615,455619,390306,333043,283432,249641,245572,241390,237755,234354,230967,228098,224814,220778,216681,213889,216410,218792,220995,223184,225002,226182,227018,227833,228763,229804,229075,228028,226867,224429,221453,217959,213251,205077,205163,203000,202000,203000,204000,205000,205000,204000,202000,200000,197000,194000,190000,186000,182000,178000,174000,170000,166000,162000,158000,154000,150000,146000,143000,139000,135000,132000,128000,125000,122000,118000
Puerto Rico,PRI,Rural population (% of total population),SP.RUR.TOTL.ZS,55.453,54.067,52.673,51.276,49.874,48.476,47.079,45.686,44.298,42.923,41.672,40.77,39.873,38.986,38.104,37.23,36.363,35.508,34.66,33.822,32.165,28.228,24.594,21.289,18.316,15.683,13.363,11.34,9.587,8.08499999999999,7.05800000000001,6.89400000000001,6.733,6.57599999999999,6.422,6.271,6.124,5.98,5.839,5.702,5.613,5.667,5.72199999999999,5.776,5.83199999999999,5.88800000000001,5.944,6.001,6.05800000000001,6.116,6.175,6.227,6.274,6.31399999999999,6.349,6.376,6.398,6.413,6.422,6.42400000000001,6.419,6.408,6.39,6.366,6.336,6.29900000000001,6.256,6.208,6.15300000000001,6.092,6.026,5.95399999999999,5.878,5.79600000000001,5.70999999999999,5.619,5.524,5.43000000000001,5.33799999999999,5.248,5.158,5.071,4.98399999999999,4.90000000000001,4.816,4.73399999999999,4.65300000000001,4.574,4.495,4.41800000000001,4.343
Qatar,QAT,Rural population,SP.RUR.TOTL,6977,7357,7820,8332,8932,9533,10122,10712,11327,12002,12754,13613,14775,15989,17156,18225,19135,19946,20855,22138,23788,26004,28657,31515,34277,36718,38183,37757,36948,35795,34359,32697,30898,29071,27309,25682,24266,23238,22680,22221,21856,21489,21200,21354,21922,22535,23819,25380,26736,27538,27826,28461,28615,28389,27838,27068,26146,25122,24062,22996,22000,21000,20000,20000,19000,18000,18000,17000,17000,16000,16000,15000,15000,14000,14000,14000,14000,13000,13000,13000,13000,13000,13000,12000,12000,12000,12000,12000,12000,12000,11000
Qatar,QAT,Rural population (% of total population),SP.RUR.TOTL.ZS,14.725,14.307,13.899,13.5,13.22,12.946,12.677,12.412,12.152,11.897,11.646,11.4,11.322,11.245,11.168,11.091,11.015,10.94,10.865,10.79,10.637,10.486,10.337,10.189,10.044,9.90000000000001,9.59999999999999,8.944,8.32899999999999,7.753,7.214,6.709,6.23699999999999,5.797,5.386,5.002,4.64400000000001,4.34099999999999,4.11199999999999,3.895,3.68899999999999,3.494,3.30800000000001,3.13200000000001,2.91,2.604,2.32899999999999,2.083,1.861,1.664,1.499,1.398,1.303,1.215,1.13200000000001,1.05500000000001,0.984999999999999,0.921999999999997,0.864999999999995,0.811999999999998,0.765000000000001,0.721999999999994,0.682000000000002,0.646000000000001,0.613,0.582999999999998,0.555999999999997,0.531000000000006,0.507999999999996,0.486999999999995,0.468000000000004,0.450999999999993,0.435000000000002,0.421000000000006,0.406999999999996,0.396000000000001,0.385000000000005,0.375,0.367000000000004,0.358999999999995,0.352000000000004,0.346000000000004,0.340000000000003,0.334000000000003,0.328999999999994,0.322999999999993,0.316999999999993,0.311999999999998,0.307000000000002,0.301000000000002,0.296000000000006
Romania,ROU,Rural population,SP.RUR.TOTL,12110087,12080581,12030313,11977238,11921130,11857243,11847286,11948119,12012953,12041101,12085640,12109565,12122296,12121991,12128723,12173328,12211371,12196032,12150355,12070684,11976387,11896080,11800888,11684072,11563433,11448111,11336893,11228468,11116099,11000766,10854514,10596632,10433628,10454264,10473627,10487165,10491599,10495945,10508454,10526353,10547299,10434781,10261140,10158919,10073097,9983156,9896426,9723952,9536351,9430554,9348183,9275922,9231911,9205089,9178039,9137575,9082745,9022689,8957760,8887751,8812000,8741000,8670000,8599000,8524000,8443000,8356000,8263000,8165000,8062000,7955000,7844000,7729000,7610000,7487000,7361000,7232000,7100000,6967000,6831000,6695000,6561000,6429000,6299000,6172000,6046000,5921000,5797000,5673000,5551000,5428000
Romania,ROU,Rural population (% of total population),SP.RUR.TOTL.ZS,65.791,65.106,64.414,63.716,63.011,62.303,61.655,61.165,60.672,60.178,59.681,59.182,58.681,58.179,57.675,57.169,56.661,56.058,55.351,54.642,53.93,53.219,52.505,51.79,51.074,50.359,49.643,48.927,48.21,47.496,46.783,46.07,45.773,45.926,46.078,46.231,46.384,46.537,46.689,46.842,46.996,47.148,47.22,47.088,46.957,46.826,46.695,46.564,46.433,46.302,46.171,46.04,46.026,46.063,46.1,46.113,46.1,46.064,46.002,45.916,45.806,45.671,45.511,45.328,45.12,44.887,44.631,44.351,44.047,43.72,43.37,42.997,42.601,42.183,41.743,41.283,40.801,40.3,39.781,39.243,38.691,38.14,37.591,37.046,36.504,35.966,35.431,34.9,34.372,33.848,33.328
Russian Federation,RUS,Rural population,SP.RUR.TOTL,55475143,55009623,54530929,54036643,53529836,53013631,52200695,51383521,50561694,49741704,48939317,48162739,47384351,46607946,45831223,45054966,44336325,43620050,42902521,42367388,42049135,41712214,41358307,40990219,40686607,40391011,40068987,39738044,39385579,39296740,39368740,39489185,39533441,39518242,39512122,39509505,39459487,39400215,39340974,39226849,39068066,38908572,38737259,38515588,38295974,38085588,37896710,37767668,37686839,37635362,37587981,37552971,37531739,37508423,37465023,37393138,37292301,37147222,36938654,36689646,36442000,36163000,35854000,35515000,35150000,34761000,34349000,33912000,33455000,32977000,32481000,31966000,31437000,30894000,30341000,29780000,29215000,28647000,28091000,27546000,27014000,26494000,25987000,25492000,25009000,24537000,24076000,23628000,23189000,22759000,22334000
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,46.269,45.374,44.482,43.592,42.706,41.827,40.952,40.082,39.217,38.362,37.529,36.722,35.922,35.131,34.348,33.573,32.806,32.05,31.302,30.695,30.249,29.807,29.369,28.934,28.503,28.077,27.654,27.235,26.819,26.602,26.606,26.611,26.615,26.619,26.624,26.628,26.633,26.637,26.641,26.646,26.65,26.654,26.659,26.627,26.582,26.537,26.492,26.447,26.402,26.358,26.313,26.268,26.209,26.137,26.05,25.95,25.836,25.708,25.567,25.413,25.246,25.066,24.874,24.669,24.452,24.224,23.984,23.732,23.47,23.198,22.916,22.624,22.323,22.013,21.695,21.37,21.038,20.701,20.367,20.037,19.711,19.389,19.071,18.757,18.447,18.141,17.838,17.54,17.246,16.956,16.67
Rwanda,RWA,Rural population,SP.RUR.TOTL,2859257,2918749,2970201,3019523,3074904,3142283,3223955,3318166,3421618,3529240,3637348,3742288,3848030,3956441,4069889,4190205,4317664,4451757,4592683,4747003,4910024,5074194,5237692,5410984,5608409,5836043,6113380,6427559,6714643,6888248,6894116,6694956,6280807,5805688,5432272,5262359,5329176,5619596,6040649,6446260,6749500,6928246,7013252,7110659,7212821,7345158,7513476,7704545,7912507,8126547,8339277,8549847,8762246,8979311,9203075,9435874,9678584,9929202,10184652,10440846,10694000,10944000,11190000,11433000,11673000,11911000,12146000,12378000,12606000,12830000,13049000,13264000,13474000,13679000,13878000,14071000,14258000,14437000,14610000,14775000,14935000,15091000,15242000,15387000,15526000,15659000,15785000,15905000,16017000,16122000,16220000
Rwanda,RWA,Rural population (% of total population),SP.RUR.TOTL.ZS,97.4,97.346,97.29,97.234,97.176,97.118,97.058,96.997,96.934,96.871,96.806,96.664,96.509,96.348,96.179,96.002,95.818,95.626,95.425,95.344,95.279,95.214,95.147,95.08,95.012,94.943,94.873,94.802,94.73,94.658,94.584,94.509,93.712,92.687,91.51,90.163,88.626,87.534,86.756,85.936,85.074,84.171,83.223,83.096,83.092,83.088,83.083,83.079,83.075,83.07,83.066,83.062,83.057,83.053,83.033,82.996,82.944,82.875,82.789,82.687,82.568,82.432,82.279,82.108,81.919,81.711,81.485,81.239,80.973,80.687,80.381,80.053,79.703,79.33,78.935,78.515,78.072,77.604,77.112,76.595,76.069,75.535,74.993,74.443,73.885,73.319,72.746,72.165,71.576,70.98,70.376
Samoa,WSM,Rural population,SP.RUR.TOTL,88070,90821,93708,96674,99634,102531,105346,107888,110204,112264,114014,115442,116729,117853,118789,119586,120259,120874,121445,122007,122596,123260,124009,124781,125487,126072,126509,126840,127164,127609,128289,129230,130310,131444,132533,133448,134166,134721,135167,135613,136114,136686,137702,138974,140270,141593,142926,144271,145650,147091,148614,150243,151981,153747,155413,156912,158194,159306,160350,161509,163000,165000,167000,169000,171000,173000,175000,177000,179000,180000,182000,184000,186000,187000,189000,191000,192000,194000,196000,197000,199000,200000,201000,203000,204000,205000,206000,207000,208000,209000,210000
Samoa,WSM,Rural population (% of total population),SP.RUR.TOTL.ZS,81.074,81.014,80.939,80.859,80.779,80.699,80.618,80.407,80.156,79.903,79.647,79.389,79.248,79.168,79.088,79.008,78.927,78.887,78.867,78.847,78.827,78.807,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.742,78.653,78.564,78.474,78.384,78.295,78.204,78.114,78.023,77.932,78.059,78.302,78.543,78.782,79.019,79.25,79.476,79.7,79.922,80.143,80.376,80.615,80.851,81.086,81.319,81.548,81.757,81.944,82.111,82.258,82.384,82.492,82.58,82.648,82.699,82.73,82.742,82.736,82.712,82.668,82.606,82.525,82.425,82.305,82.166,82.006,81.826,81.626,81.403,81.159,80.893,80.603,80.311,80.014,79.715,79.412,79.106,78.796,78.484
San Marino,SMR,Rural population,SP.RUR.TOTL,7886,7918,7948,7972,7984,7986,7975,7949,7903,7831,7727,7313,6881,6448,6035,5655,5309,4974,4649,4336,4028,3730,3441,3168,2910,2669,2445,2236,2261,2286,2316,2348,2383,2309,2236,2161,2087,2013,1939,1869,1802,1738,1712,1721,1692,1627,1563,1501,1441,1384,1330,1279,1229,1182,1134,1085,1035,986,937,891,800,800,800,700,700,700,700,600,600,600,600,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,300
San Marino,SMR,Rural population (% of total population),SP.RUR.TOTL.ZS,51.1,49.999,48.896,47.794,46.693,45.598,44.506,43.419,42.337,41.265,40.2,37.719,35.297,32.954,30.691,28.516,26.434,24.385,22.396,20.525,18.769,17.136,15.616,14.208,12.905,11.709,10.608,9.59999999999999,9.59999999999999,9.59999999999999,9.59999999999999,9.59999999999999,9.59999999999999,9.161,8.739,8.336,7.94799999999999,7.578,7.224,6.88500000000001,6.56,6.25,6.075,6.02500000000001,5.845,5.547,5.264,4.99299999999999,4.736,4.492,4.26000000000001,4.039,3.82899999999999,3.63,3.441,3.261,3.09,2.928,2.774,2.63200000000001,2.501,2.38,2.268,2.164,2.068,1.979,1.896,1.81999999999999,1.749,1.684,1.623,1.56699999999999,1.515,1.467,1.423,1.38200000000001,1.34399999999999,1.309,1.277,1.247,1.221,1.196,1.17400000000001,1.154,1.13500000000001,1.11799999999999,1.09999999999999,1.083,1.066,1.04900000000001,1.033
Sao Tome and Principe,STP,Rural population,SP.RUR.TOTL,53967,53746,52893,51903,51110,50724,50797,51223,51805,52306,52554,53286,54117,54896,55770,56834,58124,59589,61103,62517,63720,64668,64831,64796,64820,65001,65372,65866,66405,66871,67177,67328,67565,67702,67725,67642,67449,67169,66844,66527,66260,66042,65533,65030,64613,64304,64110,63992,63862,63627,63216,62620,61872,61068,60258,59483,58749,58051,57393,56779,56000,56000,55000,55000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,55000,55000,55000,56000,56000,56000,57000,57000,57000,57000,58000,58000,58000,58000
Sao Tome and Principe,STP,Rural population (% of total population),SP.RUR.TOTL.ZS,83.927,83.195,82.031,80.806,79.516,78.167,76.753,75.276,73.736,72.139,70.482,69.795,69.439,69.083,68.723,68.361,67.996,67.63,67.262,66.891,66.518,66.143,65.174,64.113,63.037,61.951,60.851,59.74,58.618,57.489,56.352,55.207,54.236,53.283,52.327,51.369,50.408,49.45,48.491,47.533,46.576,45.623,44.445,43.234,42.028,40.835,39.652,38.48,37.32,36.177,35.048,33.936,32.84,31.792,30.787,29.826,28.908,28.032,27.197,26.402,25.646,24.927,24.245,23.599,22.986,22.407,21.86,21.343,20.856,20.398,19.968,19.564,19.186,18.834,18.505,18.2,17.917,17.657,17.418,17.181,16.947,16.716,16.487,16.26,16.037,15.815,15.596,15.38,15.166,14.955,14.745
Saudi Arabia,SAU,Rural population,SP.RUR.TOTL,2809496,2853084,2900467,2935250,2952685,2965806,2974006,2978631,2981947,2987269,2995877,3008341,3023427,3039696,3054330,3090293,3129207,3166447,3205818,3252645,3308670,3373910,3442478,3506477,3556754,3588438,3600277,3670789,3727283,3770878,3801465,3820317,3827943,3874886,3929043,3975653,4014238,4046971,4078724,4116452,4164178,4224202,4294774,4372310,4452116,4530076,4604702,4677535,4750806,4828873,4912829,5002815,5096327,5187065,5268256,5334912,5385143,5420978,5444563,5460690,5470000,5475000,5474000,5468000,5457000,5442000,5423000,5401000,5376000,5347000,5316000,5282000,5244000,5205000,5162000,5117000,5069000,5020000,4969000,4917000,4864000,4810000,4756000,4702000,4646000,4591000,4534000,4476000,4418000,4360000,4300000
Saudi Arabia,SAU,Rural population (% of total population),SP.RUR.TOTL.ZS,68.75,67.627,66.482,64.989,63.128,61.231,59.298,57.335,55.346,53.345,51.331,49.312,47.293,45.288,43.296,41.651,40.103,38.579,37.075,35.595,34.14,32.719,31.327,29.967,28.64,27.353,26.1,25.411,24.733,24.07,23.417,22.777,22.149,21.814,21.571,21.33,21.09,20.853,20.617,20.384,20.152,19.923,19.696,19.47,19.246,19.021,18.796,18.573,18.351,18.133,17.916,17.698,17.48,17.26,17.04,16.82,16.599,16.378,16.156,15.935,15.713,15.492,15.271,15.05,14.829,14.609,14.389,14.17,13.952,13.735,13.519,13.304,13.09,12.878,12.667,12.458,12.251,12.047,11.846,11.647,11.452,11.259,11.069,10.882,10.698,10.517,10.338,10.162,9.988,9.818,9.65000000000001
Senegal,SEN,Rural population,SP.RUR.TOTL,2469197,2516110,2563711,2612181,2661657,2712401,2764090,2816479,2869803,2924449,2980253,3039688,3100398,3160484,3217138,3268833,3319056,3382596,3445787,3512712,3586123,3666881,3754103,3846661,3942787,4041408,4141881,4244334,4350268,4473039,4598875,4727905,4859576,4991916,5121992,5248338,5370088,5488479,5605486,5724297,5847288,5975095,6107797,6230218,6344870,6463985,6587601,6715981,6849042,6986715,7128542,7274429,7424301,7577712,7734300,7892486,8052124,8212362,8372370,8530658,8686000,8839000,8988000,9135000,9278000,9419000,9557000,9692000,9824000,9953000,10078000,10200000,10319000,10435000,10546000,10654000,10758000,10859000,10955000,11048000,11136000,11220000,11301000,11377000,11449000,11517000,11580000,11639000,11694000,11743000,11788000
Senegal,SEN,Rural population (% of total population),SP.RUR.TOTL.ZS,77,76.355,75.697,75.027,74.343,73.649,72.943,72.224,71.493,70.753,70,69.28,68.549,67.811,67.063,66.307,65.628,65.282,64.933,64.583,64.231,63.878,63.524,63.168,62.809,62.451,62.091,61.729,61.387,61.245,61.104,60.962,60.82,60.679,60.536,60.394,60.251,60.109,59.966,59.823,59.68,59.536,59.393,59.102,58.694,58.286,57.876,57.465,57.053,56.641,56.227,55.812,55.397,54.981,54.564,54.138,53.704,53.26,52.808,52.347,51.878,51.4,50.914,50.421,49.92,49.411,48.895,48.372,47.842,47.306,46.763,46.215,45.662,45.104,44.541,43.975,43.405,42.832,42.258,41.684,41.112,40.539,39.97,39.403,38.839,38.277,37.719,37.165,36.613,36.065,35.521
Serbia,SRB,Rural population,SP.RUR.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3763187,3740395,3748201,3756954,3756869,3686784,3666063,3638876,3608149,3578297,3550045,3527214,3507248,3483188,3458352,3431459,3401540,3371315,3340676,3311055,3281657,3239791,3213956,3190260,3167188,3143538,3119072,3093250,3065922,3037732,3010000,2980000,2949000,2915000,2880000,2844000,2807000,2768000,2729000,2687000,2645000,2601000,2557000,2511000,2465000,2418000,2370000,2322000,2274000,2226000,2178000,2130000,2082000,2034000,1987000,1941000,1896000,1851000,1807000,1764000,1721000
Serbia,SRB,Rural population (% of total population),SP.RUR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.607,49.244,49.019,48.796,48.572,48.349,48.125,47.902,47.678,47.455,47.231,47.008,46.785,46.563,46.339,46.117,45.895,45.672,45.45,45.228,45.007,44.785,44.644,44.531,44.417,44.304,44.19,44.058,43.908,43.74,43.554,43.349,43.127,42.887,42.629,42.354,42.061,41.751,41.424,41.081,40.721,40.345,39.953,39.545,39.122,38.685,38.234,37.769,37.291,36.8,36.299,35.787,35.267,34.749,34.235,33.724,33.217,32.714,32.214,31.719,31.228
Seychelles,SYC,Rural population,SP.RUR.TOTL,30160,30573,30924,31227,31503,31767,32006,32218,32398,32547,32660,32633,32608,32271,32000,31860,31599,31337,31450,31731,32032,32432,32634,32604,32807,33084,33301,34755,34895,35102,35261,35708,35833,36535,37455,37928,38393,38736,39375,40014,40214,40076,41128,40461,40093,40045,40634,40573,41201,41057,41890,40468,40513,40894,41140,41665,41818,41921,41907,41863,42000,42000,41000,41000,41000,41000,40000,40000,40000,39000,39000,39000,39000,38000,38000,38000,37000,37000,37000,36000,36000,35000,35000,35000,34000,34000,33000,33000,33000,32000,32000
Seychelles,SYC,Rural population (% of total population),SP.RUR.TOTL.ZS,72.327,71.283,70.214,69.123,68.009,66.877,65.723,64.551,63.359,62.154,60.932,59.663,58.198,56.723,55.233,53.734,52.226,50.718,50.604,50.619,50.634,50.648,50.663,50.678,50.693,50.708,50.723,50.738,50.753,50.75,50.73,50.693,50.638,50.565,50.475,50.367,50.242,50.099,49.939,49.762,49.567,49.354,49.124,48.877,48.612,48.33,48.031,47.715,47.381,47.031,46.664,46.28,45.88,45.463,45.031,44.6,44.169,43.739,43.309,42.881,42.454,42.028,41.604,41.18,40.758,40.337,39.918,39.5,39.083,38.669,38.255,37.844,37.434,37.026,36.62,36.216,35.813,35.413,35.015,34.619,34.225,33.833,33.443,33.056,32.67,32.288,31.907,31.529,31.153,30.78,30.41
Sierra Leone,SLE,Rural population,SP.RUR.TOTL,1915480,1931219,1947635,1964298,1980438,1997069,2014114,2031610,2049539,2068006,2086968,2106404,2126252,2146523,2167021,2194982,2229523,2265201,2301903,2339533,2378080,2416283,2454046,2493532,2537605,2587726,2650617,2723526,2793798,2849669,2883355,2892511,2881671,2859060,2836177,2822148,2817594,2822064,2841655,2883410,2951272,3048929,3172678,3310377,3445368,3561316,3654757,3732200,3798111,3859864,3922775,3987300,4051580,4115917,4179972,4243693,4307305,4370548,4432882,4493849,4553000,4610000,4666000,4719000,4770000,4820000,4867000,4912000,4954000,4994000,5032000,5067000,5100000,5130000,5157000,5182000,5204000,5223000,5239000,5252000,5263000,5271000,5276000,5280000,5281000,5279000,5275000,5269000,5260000,5249000,5236000
Sierra Leone,SLE,Rural population (% of total population),SP.RUR.TOTL.ZS,82.648,82.097,81.533,80.94,80.288,79.621,78.936,78.235,77.516,76.782,76.031,75.263,74.478,73.679,72.863,72.271,71.86,71.446,71.028,70.606,70.181,69.752,69.32,68.885,68.445,68.003,67.675,67.445,67.213,66.981,66.748,66.515,66.28,66.045,65.808,65.571,65.333,65.095,64.856,64.616,64.374,64.133,63.891,63.648,63.404,63.081,62.697,62.311,61.923,61.534,61.144,60.752,60.358,59.964,59.568,59.171,58.772,58.364,57.945,57.516,57.077,56.628,56.169,55.7,55.221,54.732,54.234,53.727,53.211,52.685,52.151,51.609,51.058,50.5,49.935,49.362,48.783,48.198,47.607,47.012,46.413,45.812,45.211,44.61,44.009,43.411,42.814,42.22,41.627,41.038,40.45
Singapore,SGP,Rural population,SP.RUR.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,Rural population,SP.RUR.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,SVK,Rural population,SP.RUR.TOTL,2706748,2768470,2766943,2762629,2758247,2751840,2742600,2730577,2715683,2700184,2674965,2642910,2617133,2593547,2570523,2546937,2522585,2497456,2470393,2441828,2408338,2392180,2387169,2380802,2373282,2365329,2355873,2344794,2332945,2319832,2305623,2292084,2296064,2308040,2320415,2330486,2338702,2346254,2352691,2358385,2358481,2357934,2365142,2371646,2379222,2387514,2395737,2404552,2414684,2426037,2443126,2460583,2472345,2482582,2492579,2500969,2508703,2515590,2520439,2523654,2523000,2519000,2514000,2506000,2497000,2485000,2470000,2454000,2435000,2414000,2391000,2366000,2339000,2310000,2279000,2246000,2212000,2177000,2140000,2102000,2064000,2026000,1988000,1951000,1914000,1878000,1842000,1806000,1772000,1737000,1703000
Slovak Republic,SVK,Rural population (% of total population),SP.RUR.TOTL.ZS,66.536,66.047,65.286,64.517,63.74,62.957,62.167,61.37,60.565,59.757,58.943,57.991,56.936,55.878,54.813,53.743,52.669,51.595,50.518,49.44,48.362,47.69,47.223,46.756,46.289,45.824,45.359,44.895,44.432,43.97,43.509,43.22,43.281,43.341,43.402,43.463,43.524,43.584,43.645,43.706,43.767,43.837,43.987,44.137,44.287,44.437,44.588,44.739,44.889,45.04,45.315,45.58,45.72,45.86,46,46.111,46.194,46.249,46.274,46.271,46.24,46.18,46.091,45.973,45.828,45.653,45.451,45.22,44.961,44.675,44.361,44.019,43.65,43.255,42.833,42.386,41.914,41.417,40.897,40.354,39.793,39.232,38.673,38.118,37.566,37.017,36.471,35.929,35.39,34.855,34.324
Slovenia,SVN,Rural population,SP.RUR.TOTL,1137766,1130127,1123613,1119332,1115860,1113232,1112558,1110594,1105074,1095491,1086612,1078254,1067846,1057315,1043318,1033569,1028459,1020179,1010209,999641,987828,973456,972322,975328,977206,978898,987976,996738,996241,993604,991288,989377,987408,984540,982864,982559,981408,979573,976923,977086,979466,980492,980172,976273,972385,969570,968153,969042,966007,970209,969840,967238,964643,961339,957645,953743,949506,944897,942771,943292,937000,930000,923000,915000,907000,898000,889000,879000,869000,859000,849000,837000,826000,814000,802000,790000,778000,765000,753000,740000,727000,714000,701000,689000,676000,664000,652000,640000,628000,616000,604000
Slovenia,SVN,Rural population (% of total population),SP.RUR.TOTL.ZS,71.796,70.893,70.066,69.224,68.369,67.503,66.624,65.734,64.831,63.919,62.996,62.028,60.942,59.847,58.741,57.626,56.501,55.373,54.238,53.099,51.955,51.059,50.898,50.737,50.576,50.416,50.254,50.093,49.932,49.771,49.61,49.483,49.457,49.431,49.404,49.378,49.351,49.325,49.299,49.272,49.246,49.22,49.143,48.918,48.692,48.467,48.242,48.017,47.791,47.567,47.342,47.117,46.892,46.668,46.443,46.219,45.98,45.727,45.459,45.178,44.882,44.573,44.249,43.912,43.562,43.198,42.822,42.432,42.03,41.615,41.189,40.75,40.301,39.84,39.369,38.887,38.397,37.897,37.389,36.874,36.353,35.827,35.303,34.783,34.266,33.753,33.244,32.739,32.237,31.74,31.247
Small states,SST,Rural population,SP.RUR.TOTL,10035091,10158734,10282399,10404950,10523732,10637920,10747787,10860068,10970536,11079672,11189383,11301890,11414085,11526331,11630404,11731491,11828337,11930671,12034453,12148981,12272358,12421054,12577453,12752700,12923902,13090361,13246987,13387748,13516123,13638141,13752426,13870966,14014937,14159722,14305184,14436266,14558992,14681515,14800016,14916170,15021121,15113811,15203402,15289175,15378752,15474250,15577574,15668261,15757532,15845402,15932335,16015447,16108366,16210686,16314334,16421174,16529478,16639633,16748007,16849383,16939400,17016400,17078300,17140000,17190900,17238800,17283700,17324500,17364400,17392300,17420300,17447100,17466000,17483900,17494900,17504800,17504800,17503600,17497500,17492400,17477400,17460400,17443300,17419300,17386200,17356200,17313100,17276000,17232000,17180000,17126800
